threshold,nb_windows,nb_trades,hit_rate,avg_gross_return,avg_net_return,strategy_factor,market_factor
0.55,4,1383.5,0.5503034186438335,0.0005884167601501242,0.00018841676015012425,2.241181891839403,6.769944319686175
0.58,4,904.25,0.5694659204989292,0.0008566674913070042,0.00045666749130700426,1.941549020462607,6.769944319686175
0.6,4,657.75,0.5789669928146436,0.0009473415595936392,0.0005473415595936392,1.63275715384074,6.769944319686175
0.62,4,452.0,0.5779058957504146,0.0007667531092677237,0.0003667531092677237,1.3021406842087186,6.769944319686175
0.65,4,244.5,0.5971456052635044,0.0011818990473257697,0.0007818990473257702,1.200013000602485,6.769944319686175
