test_start,test_end,nb_rows_test,nb_trades,hit_rate,avg_gross_return,avg_net_return,strategy_factor,market_factor,window
2022-04-27 00:00:00+00:00,2023-04-01 00:00:00+00:00,4391,715,0.5706293706293706,-0.00025247073437133016,-0.0006524707343713302,0.607095273448759,0.7046052466426351,1
2023-04-01 05:00:00+00:00,2024-04-29 14:00:00+00:00,4391,676,0.6272189349112426,0.0009198510273443097,0.0005198510273443096,1.400009481087149,2.226333967006416,2
2024-04-29 15:00:00+00:00,2025-03-20 19:00:00+00:00,4391,709,0.613540197461213,0.0009636575629559715,0.0005636575629559715,1.4628062990468613,1.3538964352705973,3
2025-03-20 20:00:00+00:00,2026-03-24 13:00:00+00:00,4391,646,0.5510835913312694,6.664066843352572e-05,-0.0003333593315664744,0.7958363633858148,0.8728071356895035,4
