stage,data_idx,model_idx,threshold,n_rows,n_features,data_config,model_config,nb_windows,total_trades,hit_rate,avg_trade_return,strategy_factor,market_factor,max_drawdown,objective_score
stage2,2547,48,0.58,74772,27,"{""atr_period"": 14, ""horizon_h"": 6, ""ma_windows"": [8, 24, 96], ""mtf_intervals"": [""4h"", ""1d""], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 21, ""target_threshold"": 0.0025, ""vol_windows"": [24, 48]}","{""colsample_bytree"": 0.7, ""gamma"": 0.0, ""learning_rate"": 0.07, ""max_depth"": 5, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}",4,6088,0.7573915900131406,0.010445394091606074,1.7524427044740023e+27,2192.578913547333,0.10401389100808422,62.96827763587528
stage2,2547,48,0.6,74772,27,"{""atr_period"": 14, ""horizon_h"": 6, ""ma_windows"": [8, 24, 96], ""mtf_intervals"": [""4h"", ""1d""], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 21, ""target_threshold"": 0.0025, ""vol_windows"": [24, 48]}","{""colsample_bytree"": 0.7, ""gamma"": 0.0, ""learning_rate"": 0.07, ""max_depth"": 5, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}",4,5594,0.7690382552735073,0.010924067440297404,1.500745604027888e+26,2192.578913547333,0.10349062153486244,60.52405230478098
stage2,2547,48,0.62,74772,27,"{""atr_period"": 14, ""horizon_h"": 6, ""ma_windows"": [8, 24, 96], ""mtf_intervals"": [""4h"", ""1d""], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 21, ""target_threshold"": 0.0025, ""vol_windows"": [24, 48]}","{""colsample_bytree"": 0.7, ""gamma"": 0.0, ""learning_rate"": 0.07, ""max_depth"": 5, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}",4,5146,0.7780800621842208,0.011425776552989922,1.5268807171969244e+25,2192.578913547333,0.062219571638881366,58.27061470860371
stage2,2547,48,0.65,74772,27,"{""atr_period"": 14, ""horizon_h"": 6, ""ma_windows"": [8, 24, 96], ""mtf_intervals"": [""4h"", ""1d""], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 21, ""target_threshold"": 0.0025, ""vol_windows"": [24, 48]}","{""colsample_bytree"": 0.7, ""gamma"": 0.0, ""learning_rate"": 0.07, ""max_depth"": 5, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}",4,4498,0.7981325033348154,0.0122580190061769,4.0949050714524794e+23,2192.578913547333,0.06221957163888148,54.674661043222734
stage2,2547,57,0.52,74772,27,"{""atr_period"": 14, ""horizon_h"": 6, ""ma_windows"": [8, 24, 96], ""mtf_intervals"": [""4h"", ""1d""], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 21, ""target_threshold"": 0.0025, ""vol_windows"": [24, 48]}","{""colsample_bytree"": 0.7, ""gamma"": 0.2, ""learning_rate"": 0.07, ""max_depth"": 5, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 1.0}",4,7688,0.7148803329864725,0.008915466560463029,2.2957473870031e+29,2192.578913547333,0.21341759416310058,67.74254534794072
stage2,2547,57,0.55,74772,27,"{""atr_period"": 14, ""horizon_h"": 6, ""ma_windows"": [8, 24, 96], ""mtf_intervals"": [""4h"", ""1d""], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 21, ""target_threshold"": 0.0025, ""vol_windows"": [24, 48]}","{""colsample_bytree"": 0.7, ""gamma"": 0.2, ""learning_rate"": 0.07, ""max_depth"": 5, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 1.0}",4,6863,0.7321870901937928,0.009591473187538254,1.5855619845956971e+28,2192.578913547333,0.15794009483372573,65.11683292297158
stage2,2547,57,0.58,74772,27,"{""atr_period"": 14, ""horizon_h"": 6, ""ma_windows"": [8, 24, 96], ""mtf_intervals"": [""4h"", ""1d""], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 21, ""target_threshold"": 0.0025, ""vol_windows"": [24, 48]}","{""colsample_bytree"": 0.7, ""gamma"": 0.2, ""learning_rate"": 0.07, ""max_depth"": 5, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 1.0}",4,6068,0.7511535926170072,0.01033293391613416,7.24059541658296e+26,2192.578913547333,0.14489499514350945,62.05805470857175
stage2,2547,57,0.6,74772,27,"{""atr_period"": 14, ""horizon_h"": 6, ""ma_windows"": [8, 24, 96], ""mtf_intervals"": [""4h"", ""1d""], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 21, ""target_threshold"": 0.0025, ""vol_windows"": [24, 48]}","{""colsample_bytree"": 0.7, ""gamma"": 0.2, ""learning_rate"": 0.07, ""max_depth"": 5, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 1.0}",4,5614,0.7627360171001069,0.010866866787121583,1.3657868741600156e+26,2192.578913547333,0.07633729846805726,60.437898243719346
stage2,2547,57,0.62,74772,27,"{""atr_period"": 14, ""horizon_h"": 6, ""ma_windows"": [8, 24, 96], ""mtf_intervals"": [""4h"", ""1d""], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 21, ""target_threshold"": 0.0025, ""vol_windows"": [24, 48]}","{""colsample_bytree"": 0.7, ""gamma"": 0.2, ""learning_rate"": 0.07, ""max_depth"": 5, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 1.0}",4,5137,0.7773019271948608,0.011428544287924948,1.4081108646090417e+25,2192.578913547333,0.07555929230209912,58.182366568464396
stage2,2547,57,0.65,74772,27,"{""atr_period"": 14, ""horizon_h"": 6, ""ma_windows"": [8, 24, 96], ""mtf_intervals"": [""4h"", ""1d""], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 21, ""target_threshold"": 0.0025, ""vol_windows"": [24, 48]}","{""colsample_bytree"": 0.7, ""gamma"": 0.2, ""learning_rate"": 0.07, ""max_depth"": 5, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 1.0}",4,4478,0.7983474765520322,0.012307952115266856,4.038807211298182e+23,2192.578913547333,0.06741733599702537,54.65883947267987
