experiment_id,n_rows,n_features,proba_threshold,experiment_key,data_config,model_config,nb_windows,total_trades,hit_rate,avg_trade_return,strategy_factor,market_factor,max_drawdown,objective_score
100,74323,24,0.6,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [""1d""], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 1.0, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.6}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [""1d""], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 1.0, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}",4,47,0.6595744680851063,0.005528830811661692,1.294072492846019,2.733274468194801,0.013928285190146883,0.27272029516795615
106,74323,24,0.6,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [""1d""], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 1.0, ""gamma"": 0.2, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.6}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [""1d""], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 1.0, ""gamma"": 0.2, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}",4,47,0.6595744680851063,0.005528830811661692,1.294072492846019,2.733274468194801,0.013928285190146883,0.27272029516795615
77,74323,24,0.62,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [""1d""], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 0.7, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.62}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [""1d""], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 0.7, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}",4,24,0.7083333333333334,0.007557712393416338,1.197324203558352,2.733274468194801,0.0058297669092319815,0.25430271901169044
83,74323,24,0.62,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [""1d""], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 0.7, ""gamma"": 0.2, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.62}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [""1d""], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 0.7, ""gamma"": 0.2, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}",4,24,0.7083333333333334,0.007557712393416338,1.197324203558352,2.733274468194801,0.0058297669092319815,0.25430271901169044
89,74323,24,0.62,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [""1d""], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 0.7, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.62}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [""1d""], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 0.7, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 250, ""subsample"": 0.7}",4,25,0.68,0.007336915271661301,1.199764092081689,2.733274468194801,0.0058297669092319815,0.23190538625436966
95,74323,24,0.62,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [""1d""], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 0.7, ""gamma"": 0.2, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.62}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [""1d""], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 0.7, ""gamma"": 0.2, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 250, ""subsample"": 0.7}",4,25,0.68,0.007336915271661301,1.199764092081689,2.733274468194801,0.0058297669092319815,0.23190538625436966
26,74948,21,0.55,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 1.0, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.55}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 1.0, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}",4,30,0.6666666666666666,0.005498133516495031,1.1742776493959919,3.4820504905617358,0.04389721397688928,0.16602298655508416
32,74948,21,0.55,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 1.0, ""gamma"": 0.2, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.55}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 1.0, ""gamma"": 0.2, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}",4,30,0.6666666666666666,0.005498133516495031,1.1742776493959919,3.4820504905617358,0.04389721397688928,0.16602298655508416
13,74948,21,0.52,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 0.7, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.52}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 0.7, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 250, ""subsample"": 0.7}",4,52,0.5192307692307693,0.0030333631430464617,1.1645659587272845,3.4820504905617358,0.056032501857848915,0.16398371958110436
19,74948,21,0.52,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 0.7, ""gamma"": 0.2, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.52}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 0.7, ""gamma"": 0.2, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 250, ""subsample"": 0.7}",4,52,0.5192307692307693,0.0030333631430464617,1.1645659587272845,3.4820504905617358,0.056032501857848915,0.16398371958110436
101,74323,24,0.62,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [""1d""], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 1.0, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.62}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [""1d""], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 1.0, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}",4,26,0.6153846153846154,0.00655730909421371,1.1842544919100098,2.733274468194801,0.011510014050789441,0.1581246138925558
107,74323,24,0.62,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [""1d""], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 1.0, ""gamma"": 0.2, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.62}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [""1d""], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 1.0, ""gamma"": 0.2, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}",4,26,0.6153846153846154,0.00655730909421371,1.1842544919100098,2.733274468194801,0.011510014050789441,0.1581246138925558
25,74948,21,0.52,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 1.0, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.52}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 1.0, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}",4,54,0.5,0.0030995679138815617,1.1756318034961641,3.4820504905617358,0.05709583338448021,0.15805433480646489
31,74948,21,0.52,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 1.0, ""gamma"": 0.2, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.52}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 1.0, ""gamma"": 0.2, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}",4,54,0.5,0.0030995679138815617,1.1756318034961641,3.4820504905617358,0.05709583338448021,0.15805433480646489
1,74948,21,0.52,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 0.7, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.52}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 0.7, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}",4,51,0.5098039215686274,0.003022978838660956,1.1604475593636103,3.4820504905617358,0.05709583338448021,0.1522848090157059
7,74948,21,0.52,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 0.7, ""gamma"": 0.2, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.52}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 0.7, ""gamma"": 0.2, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}",4,51,0.5098039215686274,0.003022978838660956,1.1604475593636103,3.4820504905617358,0.05709583338448021,0.1522848090157059
102,74323,24,0.65,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [""1d""], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 1.0, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.65}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [""1d""], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 1.0, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}",4,9,0.6666666666666666,0.00875062093119835,1.0811885670868717,2.733274468194801,0.004282697632660759,0.12925791304936443
108,74323,24,0.65,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [""1d""], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 1.0, ""gamma"": 0.2, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.65}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [""1d""], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 1.0, ""gamma"": 0.2, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}",4,9,0.6666666666666666,0.00875062093119835,1.0811885670868717,2.733274468194801,0.004282697632660759,0.12925791304936443
78,74323,24,0.65,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [""1d""], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 0.7, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.65}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [""1d""], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 0.7, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}",4,6,0.6666666666666666,0.010043788073742189,1.0615200605558153,2.733274468194801,0.000931393771103628,0.12291984133008668
84,74323,24,0.65,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [""1d""], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 0.7, ""gamma"": 0.2, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.65}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [""1d""], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 0.7, ""gamma"": 0.2, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}",4,6,0.6666666666666666,0.010043788073742189,1.0615200605558153,2.733274468194801,0.000931393771103628,0.12291984133008668
90,74323,24,0.65,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [""1d""], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 0.7, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.65}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [""1d""], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 0.7, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 250, ""subsample"": 0.7}",4,6,0.6666666666666666,0.010043788073742189,1.0615200605558153,2.733274468194801,0.000931393771103628,0.12291984133008668
96,74323,24,0.65,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [""1d""], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 0.7, ""gamma"": 0.2, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.65}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [""1d""], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 0.7, ""gamma"": 0.2, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 250, ""subsample"": 0.7}",4,6,0.6666666666666666,0.010043788073742189,1.0615200605558153,2.733274468194801,0.000931393771103628,0.12291984133008668
29,74948,21,0.62,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 1.0, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.62}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 1.0, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}",4,4,0.75,0.002760620509142148,1.011037294652395,3.4820504905617358,0.0057060146883544105,0.08020878496168893
35,74948,21,0.62,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 1.0, ""gamma"": 0.2, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.62}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 1.0, ""gamma"": 0.2, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}",4,4,0.75,0.002760620509142148,1.011037294652395,3.4820504905617358,0.0057060146883544105,0.08020878496168893
2,74948,21,0.55,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 0.7, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.55}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 0.7, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}",4,27,0.5925925925925926,0.004239381512977101,1.1167305795171691,3.4820504905617358,0.04389721397688928,0.046445810108938945
8,74948,21,0.55,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 0.7, ""gamma"": 0.2, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.55}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 0.7, ""gamma"": 0.2, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}",4,27,0.5925925925925926,0.004239381512977101,1.1167305795171691,3.4820504905617358,0.04389721397688928,0.046445810108938945
