experiment_id,n_rows,n_features,device_used,proba_threshold,experiment_key,data_config,model_config,nb_windows,total_trades,hit_rate,avg_trade_return,strategy_factor,market_factor,max_drawdown,objective_score
1,74948,21,cuda,0.52,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 0.7, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.52}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 0.7, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}",4,53,0.5094339622641509,0.002683913781782548,1.1469175353115104,3.4820504905617358,0.05499744547507679,0.13859769691113388
2,74948,21,cuda,0.55,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 0.7, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.55}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 0.7, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}",4,28,0.5357142857142857,0.0009610122662545449,1.0239947573720396,3.4820504905617358,0.04389721397688939,-0.1119776734366373
3,74948,21,cuda,0.58,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 0.7, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.58}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 0.7, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}",4,14,0.5,-0.003055810398449809,0.9570797509157167,3.4820504905617358,0.052946628717448596,-0.24478835425741952
4,74948,21,cuda,0.6,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 0.7, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.6}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 0.7, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}",4,9,0.5555555555555556,-0.0036707575396943276,0.9666694298987888,3.4820504905617358,0.038203901031030885,-0.18792225955240408
5,74948,21,cuda,0.62,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 0.7, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.62}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 0.7, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}",4,5,0.6,0.0007818490067428964,1.003825326010915,3.4820504905617358,0.007133237002854065,-0.06349379839066557
6,74948,21,cuda,0.65,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 0.7, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.65}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 0.7, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}",4,2,0.5,0.0008682986192679711,1.0016941295855615,3.4820504905617358,0.0057060146883544105,-0.14421392222329515
7,74948,21,cuda,0.52,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 0.7, ""gamma"": 0.2, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.52}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 0.7, ""gamma"": 0.2, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}",4,53,0.5094339622641509,0.002683913781782548,1.1469175353115104,3.4820504905617358,0.05499744547507679,0.13859769691113388
8,74948,21,cuda,0.55,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 0.7, ""gamma"": 0.2, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.55}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 0.7, ""gamma"": 0.2, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}",4,28,0.5357142857142857,0.0009610122662545449,1.0239947573720396,3.4820504905617358,0.04389721397688939,-0.1119776734366373
9,74948,21,cuda,0.58,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 0.7, ""gamma"": 0.2, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.58}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 0.7, ""gamma"": 0.2, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}",4,14,0.5,-0.003055810398449809,0.9570797509157167,3.4820504905617358,0.052946628717448596,-0.24478835425741952
10,74948,21,cuda,0.6,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 0.7, ""gamma"": 0.2, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.6}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 0.7, ""gamma"": 0.2, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}",4,9,0.5555555555555556,-0.0036707575396943276,0.9666694298987888,3.4820504905617358,0.038203901031030885,-0.18792225955240408
11,74948,21,cuda,0.62,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 0.7, ""gamma"": 0.2, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.62}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 0.7, ""gamma"": 0.2, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}",4,5,0.6,0.0007818490067428964,1.003825326010915,3.4820504905617358,0.007133237002854065,-0.06349379839066557
12,74948,21,cuda,0.65,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 0.7, ""gamma"": 0.2, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.65}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 0.7, ""gamma"": 0.2, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}",4,2,0.5,0.0008682986192679711,1.0016941295855615,3.4820504905617358,0.0057060146883544105,-0.14421392222329515
13,74948,21,cuda,0.52,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 0.7, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.52}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 0.7, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 250, ""subsample"": 0.7}",4,58,0.5689655172413793,0.0036954084742017333,1.231926671214347,3.4820504905617358,0.05499744547507679,0.2658163020708897
14,74948,21,cuda,0.55,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 0.7, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.55}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 0.7, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 250, ""subsample"": 0.7}",4,29,0.5862068965517241,0.0032949756702253226,1.0960937093750567,3.4820504905617358,0.04389721397688928,0.015129401740150816
15,74948,21,cuda,0.58,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 0.7, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.58}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 0.7, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 250, ""subsample"": 0.7}",4,16,0.5,-0.0015759907646108145,0.9738302520002935,3.4820504905617358,0.05189333490263903,-0.21507286335668196
16,74948,21,cuda,0.6,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 0.7, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.6}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 0.7, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 250, ""subsample"": 0.7}",4,9,0.6666666666666666,-0.0011061849252716487,0.9890809979347462,3.4820504905617358,0.03590354561248066,-0.05444697076624466
17,74948,21,cuda,0.62,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 0.7, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.62}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 0.7, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 250, ""subsample"": 0.7}",4,4,0.75,0.002760620509142148,1.011037294652395,3.4820504905617358,0.0057060146883544105,0.08020878496168893
18,74948,21,cuda,0.65,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 0.7, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.65}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 0.7, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 250, ""subsample"": 0.7}",4,1,1.0,0.007442611926890397,1.0074426119268904,3.4820504905617358,0.0,0.31695594776488245
19,74948,21,cuda,0.52,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 0.7, ""gamma"": 0.2, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.52}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 0.7, ""gamma"": 0.2, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 250, ""subsample"": 0.7}",4,58,0.5689655172413793,0.0036954084742017333,1.231926671214347,3.4820504905617358,0.05499744547507679,0.2658163020708897
20,74948,21,cuda,0.55,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 0.7, ""gamma"": 0.2, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.55}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 0.7, ""gamma"": 0.2, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 250, ""subsample"": 0.7}",4,29,0.5862068965517241,0.0032949756702253226,1.0960937093750567,3.4820504905617358,0.04389721397688928,0.015129401740150816
21,74948,21,cuda,0.58,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 0.7, ""gamma"": 0.2, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.58}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 0.7, ""gamma"": 0.2, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 250, ""subsample"": 0.7}",4,16,0.5,-0.0015759907646108145,0.9738302520002935,3.4820504905617358,0.05189333490263903,-0.21507286335668196
22,74948,21,cuda,0.6,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 0.7, ""gamma"": 0.2, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.6}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 0.7, ""gamma"": 0.2, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 250, ""subsample"": 0.7}",4,9,0.6666666666666666,-0.0011061849252716487,0.9890809979347462,3.4820504905617358,0.03590354561248066,-0.05444697076624466
23,74948,21,cuda,0.62,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 0.7, ""gamma"": 0.2, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.62}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 0.7, ""gamma"": 0.2, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 250, ""subsample"": 0.7}",4,4,0.75,0.002760620509142148,1.011037294652395,3.4820504905617358,0.0057060146883544105,0.08020878496168893
24,74948,21,cuda,0.65,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 0.7, ""gamma"": 0.2, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.65}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 0.7, ""gamma"": 0.2, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 250, ""subsample"": 0.7}",4,1,1.0,0.007442611926890397,1.0074426119268904,3.4820504905617358,0.0,0.31695594776488245
25,74948,21,cuda,0.52,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 1.0, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.52}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 1.0, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}",4,52,0.5192307692307693,0.0021748397411211857,1.1141155378342373,3.4820504905617358,0.06695698786513948,0.10736568990153239
26,74948,21,cuda,0.55,"{""data_config"": {""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}, ""model_config"": {""colsample_bytree"": 1.0, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}, ""proba_threshold"": 0.55}","{""atr_period"": 7, ""horizon_h"": 1, ""ma_windows"": [12, 24, 72], ""mtf_intervals"": [], ""ret_windows"": [1, 3, 6, 12, 24], ""rsi_period"": 7, ""target_threshold"": 0.0025, ""vol_windows"": [24, 72]}","{""colsample_bytree"": 1.0, ""gamma"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 250, ""subsample"": 0.7}",4,29,0.5862068965517241,0.003607145087141755,1.1064298160789638,3.4820504905617358,0.04389721397688917,0.02701252068906787
